slug,name,activities_status,relationships_status,associated_entities_status,hunting_pivots_status,malware_status,tools_status,targets_status,motivations_status,attribution_status,activities,dated_activities,relationships,associated_entities,entity_relationships,hunting_pivots,hunting_pivot_observations,malware,activity_linked_malware,tools,targets,motivations,external_activity_leads,external_alias_leads,external_relationship_leads,external_malware_leads,external_tool_leads,gap_count
unc3507,UNC3507,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc3569,UNC3569,canonical-present,unknown,unknown,unknown,canonical-present,unknown,canonical-present,unknown,lead-only,2,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,4
unc3622,UNC3622,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc366,UNC366,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc3661,UNC3661,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc3666,UNC3666,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc3711,UNC3711,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc3742,UNC3742,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc3753,UNC3753,canonical-present,unknown,unknown,unknown,unknown,unknown,canonical-present,unknown,unknown,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
unc3762,UNC3762,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc3782,UNC3782,canonical-present,unknown,unknown,unknown,unknown,unknown,canonical-present,unknown,unknown,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
unc3784,UNC3784,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc3786,UNC3786,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc3810,UNC3810,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc3819,UNC3819,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc3840,UNC3840,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc3886,UNC3886,canonical-present,unknown,unknown,unknown,canonical-present,lead-only,canonical-present,canonical-present,lead-only,6,1,0,0,0,0,0,8,4,0,14,1,7,0,0,25,18,2
unc3890,UNC3890,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc3905,UNC3905,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc394,UNC394,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc3973,UNC3973,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc4034,UNC4034,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,158,0,5
unc4108,UNC4108,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc4131,UNC4131,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc4166,UNC4166,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc4191,UNC4191,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
unc4209,UNC4209,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc4210,UNC4210,lead-only,lead-only,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,41,0,1,63,0,5
unc4221,UNC4221,canonical-present,unknown,unknown,unknown,unknown,unknown,canonical-present,unknown,unknown,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4
unc4369,UNC4369,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc4393,UNC4393,canonical-present,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc4444,UnC4444,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc4453,UNC4453,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc4466,UNC4466,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,unknown,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,10,0,5
unc4469,UNC4469,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc4536,UNC4536,canonical-present,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc4696,UNC4696,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc4698,UNC4698,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc4713,UNC4713,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc4814,UNC4814,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc4841,UNC4841,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc4857,UNC4857,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc4895,UNC4895,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc4896,UNC4896,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc4899,UNC4899,canonical-present,lead-only,unknown,unknown,canonical-present,unknown,canonical-present,lead-only,lead-only,3,1,0,0,0,0,0,2,2,0,4,0,114,0,1,158,0,3
unc4962,UNC4962,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc4990,UNC4990,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc5051,UNC5051,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc5092,UNC5092,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc5103,UNC5103,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc5135,UNC5135,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc5142,UNC5142,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc5155,UNC5155,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc5174,UNC5174,canonical-present,canonical-present,unknown,unknown,canonical-present,unknown,canonical-present,lead-only,unknown,3,0,1,0,0,0,0,2,2,0,2,0,0,0,0,0,0,3
unc5203,UNC5203,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc5221,UNC5221,canonical-present,lead-only,unknown,unknown,canonical-present,lead-only,canonical-present,lead-only,lead-only,4,1,0,0,0,0,0,2,2,0,4,0,2,0,1,14,21,3
unc5227,UNC5227,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc5267,UNC5267,lead-only,unknown,unknown,unknown,lead-only,unknown,unknown,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,4,0,5
unc5277,UNC5277,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc5280,UNC5280,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc5291,UNC5291,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc5325,UNC5325,unknown,unknown,unknown,unknown,lead-only,lead-only,unknown,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,5
unc5337,UNC5337,unknown,lead-only,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
unc5342,UNC5342,canonical-present,canonical-present,unknown,unknown,unknown,unknown,canonical-present,unknown,lead-only,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
unc5356,UNC5356,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc5518,UNC5518,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc553,UNC553,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc5537,UNC5537,canonical-present,unknown,unknown,unknown,unknown,unknown,lead-only,lead-only,lead-only,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc5606,UNC5606,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc5673,UNC5673,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc577,UNC577,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,158,0,5
unc5774,UNC5774,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc5791,UNC5791,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc5792,UNC5792,canonical-present,canonical-present,unknown,unknown,unknown,canonical-present,canonical-present,canonical-present,canonical-present,2,0,1,0,0,0,0,0,0,1,4,2,0,0,0,0,0,1
unc5812,UNC5812,canonical-present,unknown,unknown,unknown,unknown,unknown,canonical-present,unknown,unknown,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
unc5820,UNC5820,canonical-present,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
unc5923,UNC5923,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc5976,UNC5976,canonical-present,canonical-present,unknown,unknown,canonical-present,unknown,canonical-present,canonical-present,canonical-present,2,2,1,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0
unc6040,UNC6040,canonical-present,canonical-present,unknown,unknown,unknown,unknown,canonical-present,lead-only,unknown,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
unc6148,UNC6148,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc6201,UNC6201,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc6240,UNC6240,canonical-present,canonical-present,unknown,unknown,unknown,canonical-present,canonical-present,lead-only,unknown,2,1,5,0,0,0,0,0,0,1,1,0,45,0,0,0,0,2
unc6293,UNC6293,canonical-present,canonical-present,unknown,unknown,unknown,unknown,unknown,canonical-present,canonical-present,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
unc6353,UNC6353,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc638,UNC638,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc6395,UNC6395,canonical-present,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
unc6485,UNC6485,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc6508,UNC6508,canonical-present,unknown,unknown,unknown,canonical-present,unknown,canonical-present,canonical-present,canonical-present,2,1,0,0,0,0,0,1,1,0,5,2,0,0,0,0,0,1
unc6586,UNC6586,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc6588,UNC6588,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc6595,UNC6595,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc6600,UNC6600,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc6603,UNC6603,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc6619,UNC6619,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc666,UNC666,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc6661,UNC6661,unknown,canonical-present,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
unc6671,UNC6671,canonical-present,canonical-present,unknown,unknown,unknown,unknown,canonical-present,unknown,unknown,3,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2
unc6691,UNC6691,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc6692,UNC6692,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc6748,UNC6748,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc6783,UNC6783,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc7005,UNC7005,canonical-present,canonical-present,unknown,unknown,canonical-present,unknown,canonical-present,canonical-present,canonical-present,5,5,2,0,0,0,0,4,3,0,5,1,0,0,0,0,0,0
unc718,UnC718,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc785,UNC785,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc786,UNC786,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc788,UNC788,lead-only,lead-only,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,40,0,2,33,0,5
unc902,UNC902,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc961,UNC961,unknown,unknown,unknown,unknown,unknown,lead-only,lead-only,lead-only,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5
ung0002,UNG0002,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
union-panda,Union Panda,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
union-spider,Union Spider,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unit-8200,Unit 8200,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,5
vanilla-tempest,Vanilla Tempest,canonical-present,canonical-present,unknown,unknown,canonical-present,lead-only,canonical-present,lead-only,unknown,3,2,1,0,0,0,0,8,8,0,4,0,0,1,0,6,2,2
velvet-ant,Velvet Ant,canonical-present,unknown,unknown,unknown,canonical-present,canonical-present,lead-only,lead-only,lead-only,4,0,0,0,0,0,0,1,1,1,0,0,1,0,0,6,1,5
velvet-tempest,Velvet Tempest,canonical-present,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
vicious-panda,Vicious Panda,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,5
violin-panda,Violin Panda,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,23,0,5
void-balaur,Void Balaur,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,lead-only,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
void-manticore,VOID MANTICORE,canonical-present,unknown,unknown,unknown,canonical-present,canonical-present,canonical-present,lead-only,lead-only,2,1,0,0,0,0,0,3,3,4,6,0,2,0,0,6,0,3
volatile-cedar,Volatile Cedar,lead-only,unknown,unknown,unknown,canonical-present,lead-only,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,11,7,6
volt-typhoon,Volt Typhoon,canonical-present,unknown,unknown,unknown,canonical-present,canonical-present,canonical-present,lead-only,lead-only,6,4,0,0,0,0,0,1,1,16,3,0,15,0,0,4,27,3
water-galura,Water Galura,canonical-present,unknown,unknown,unknown,canonical-present,canonical-present,unknown,unknown,unknown,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4
white-company,The White Company,lead-only,canonical-present,unknown,unknown,canonical-present,unknown,canonical-present,canonical-present,lead-only,0,0,1,0,0,0,0,2,0,0,3,1,3,0,0,2,0,3
white-tur,White Tur,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
whitefly,Whitefly,lead-only,canonical-present,unknown,unknown,lead-only,canonical-present,canonical-present,canonical-present,unknown,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0,7,1,2
wicked-spider,Wicked Spider,unknown,lead-only,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5
wild-neutron,Wild Neutron,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,unknown,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,8,0,5
windigo,Windigo,unknown,unknown,unknown,unknown,canonical-present,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6
windshift,Windshift,lead-only,canonical-present,unknown,unknown,canonical-present,unknown,canonical-present,lead-only,lead-only,0,0,1,0,0,0,0,1,0,0,1,0,13,3,0,6,0,4
wine-tempest,Wine Tempest,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,5
winnti,Winnti Group,lead-only,canonical-present,unknown,unknown,canonical-present,unknown,lead-only,lead-only,canonical-present,0,0,8,0,0,0,0,3,0,0,0,0,58,0,1,82,0,4
winter-vivern,Winter Vivern,lead-only,unknown,unknown,unknown,lead-only,unknown,canonical-present,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,1,0,4
wirte,WIRTE,unknown,unknown,unknown,unknown,canonical-present,canonical-present,canonical-present,canonical-present,lead-only,0,0,0,0,0,0,0,6,0,2,7,1,0,1,0,2,2,4
wisteria-tsunami,Wisteria Tsunami,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5
wizard-spider,Wizard Spider,lead-only,canonical-present,unknown,unknown,canonical-present,canonical-present,canonical-present,canonical-present,lead-only,0,0,1,0,0,0,0,11,0,11,1,1,88,0,0,30,14,3
wold-spider,Wold Spider,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
worok,Worok,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5
yanluowang,Yanluowang,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
zirconium,ZIRCONIUM,canonical-present,canonical-present,canonical-present,unknown,lead-only,lead-only,canonical-present,lead-only,lead-only,3,2,1,8,8,0,0,0,0,0,8,0,11,0,0,11,1,2
zombie-spider,Zombie Spider,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,5
zoopark,ZooPark,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
